lat	lon	title	description	icon	iconSize	iconOffset
24.7658487	-104.4733756	El Terrero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.225556	-95.080556	Sabaneta	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.0595	-108.7558333	La Escondida	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.634	-108.6513333	El Taray	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.7218333	-109.558	Rancho el alamo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.3038333	-109.6731667	Los Cumaros	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.1258333	-111.5878333	Loma Linda	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.4383333	-108.9045	El Codo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.4028333	-108.6095	El Puerto de la Cruz	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.1911667	-108.8666667	Las Vinoramas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
22.3667053	-104.4331274	San Juan Peyotan	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.13	-100.339722	Valle Luz	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.1698333	-109.9245	Campo la Diecinueve	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.4508333	-111.5063333	Cuauhtemoc Duarte Romero (El  Pozo)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.75	-96.714167	La Sombra	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.1138213	-109.6265807	Siete Leguas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.4393333	-112.0685	El Albur	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.1396667	-110.8863333	Ganadera San Ignacio S.P.R. de R.L.	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.5741667	-109.6871667	El Zoquetal	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9206667	-108.7755	El Potrerito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0851667	-109.1596667	Granja Monterrey	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0886667	-109.1758333	Rancho el Aguaje	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0371667	-108.8181667	El Potrero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.792544	-87.7523407	Cocoyol	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8681667	-108.7685	Aguaje Largo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9551667	-110.0256667	Palo Fierro	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.2248333	-110.8256667	El Tule Viejo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.901	-108.7721667	La Palmita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.889	-111.9056667	San Jacinto	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
32.0376667	-114.8086667	Flor del Desierto	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.74	-112.4353333	Campo UNISON	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.0561667	-110.2921667	Noria Colorada	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.619	-110.239	La Puerta (El Puerton)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.4416667	-110.0166667	Club Aereo del Yaqui	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
23.9834292	-104.6895786	La Huerta	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8193333	-108.9725	El Zoquetal	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.5598333	-112.9586667	Villa Bland (El Desemboque)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.9178227	-100.262437	Cuadrilla de Benítez	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
23.2184361	-104.5485559	La Mesa de San José	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
16.648056	-96.773333	Santa Marta Chichihualtepec	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.2541667	-108.7211667	El Cajon de Elias	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.9907825	-105.3002458	El Monteon	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
28.6373333	-111.5031667	San Isidro Uno	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.141	-110.8578333	Juan Silvestre	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.6413898	-88.1407074	Tixhualactún	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
30.3708333	-110.6708333	Rancho el Coralillo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.639	-111.4391667	El Chamizal (Salsipuedes)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.3538333	-108.8835	Las Gnijas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.4525	-111.3856667	El Chamizal1	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.8721667	-112.7858333	Oribe de Alva (Santa Elvira)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.4388333	-109.3385	La Palmita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.6695378	-101.359165	Tacícuaro	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
20.1875	-99.248056	Mangas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.4282709	-102.6544245	San Vicente (Labor Vieja)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.6535	-109.107	El Texano	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.1702082	-98.0522376	Donna	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.6233333	-109.2191667	Tres alamos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9206667	-109.2245	El Mimbre	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
21.142123	-89.5837186	Sac-Nicté	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.6236667	-109.9178333	El Sauz	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.156944	-96.897222	El Pital	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
30.6381667	-109.472	La Barra	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.9385	-109.4345	Campo de Jesus Almada	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.2593333	-109.2395	Toribusi	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.410556	-97.3	Nativitas (Santa María)	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.0881667	-109.2048333	San Martin	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.8804237	-100.4620049	Capulín Chico	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.9280014	-109.2271386	El Saucito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.8928488	-100.6027672	Las Parotas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.7225	-112.2551667	La Cueva	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.612108	-95.6611642	Tlacotalpan	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.7911667	-111.8553333	Las Parrillas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
32.2011667	-114.9346667	Refugio Herrera	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.3416667	-109.0695	El Jacalon	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
16.0385659	-92.9753469	Vicente Guerrero	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.8846667	-110.6256667	La Piedra	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.8016667	-110.8373333	El alamo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.638	-109.3201667	El Barbechito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4883333	-110.8703333	La Tinaja Bonita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.5843333	-110.4846667	San Jose de Moradillas (El Cochi)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.4518333	-109.3081667	Las Carboneras	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.0406667	-110.801	Porvenir (Mancha Roja)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.6368333	-108.9593333	Los Aguaros	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.3168333	-108.7898333	Los Alamillos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.9343333	-110.3681667	Las Claveras (Las Calabazas)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.705	-112.973	Alfa Estrella	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.213889	-100.63	Técpan de Galeana	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.7033333	-112.1211667	La Curva II	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.6883333	-110.75	Santa Anita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.0178333	-109.6066667	Las Igualamitas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4013333	-110.1666667	El Socavon	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.94	-110.2763333	Pichababi	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.171389	-98.345556	Tlaltenango	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
26.5629499	-109.1950029	Tierra y Libertad	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.0668333	-109.6375	San Manuel (Norson)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.852	-111.5746667	La Mision1	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.0958711	-92.8902635	Maravillas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.159	-109.8845	Ejido Veintitres de Octubre	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.142	-108.8431667	Chimbroso	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.8185	-109.2356667	La Esperanza	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.3725	-108.9333333	El Molino	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.8425	-109.6553333	La Granjita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.9998854	-103.2471282	Barreal de Guadalupe	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.2525	-108.8211667	El Pinito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.0048333	-109.8525	El Pajarito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
16.654167	-95.909722	Santa Ana Tavela	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.203	-109.5736667	Granja Vista Hermosa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.2551667	-108.8903333	La Cueva	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.0641908	-109.0200524	Alfonso G. Calderon	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
28.7711667	-108.7345	El Potrerito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.1228333	-108.9701667	Gocopa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.441667	-98.050278	San Isidro Piedras Negras	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.231389	-97.207778	San José Axuxco	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.7553333	-110.3666667	El alamo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0005	-108.9756667	Las Uvalamas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
24.3406075	-104.4450557	Vicente Suarez	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
30.9908333	-110.0043333	Las Cabanas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.1211667	-111.5715	Chico Roman	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.6675	-109.8516667	San Pedro	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.019167	-97.364722	El Progreso	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.384414	-92.8444043	Ignacio Allende	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
19.19	-97.926389	Colonia Francisco Javier Mina	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.2245	-109.5566667	Jorge Leyva Iribe	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.4021667	-111.3731667	El Palo Verdal	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.8784741	-101.3858084	Tanimireche	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
25.7053028	-108.3452203	Bamoa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9173333	-110.193	El Porvenir 2	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.585	-111.3761667	El Desmonte	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.3053333	-109.9418333	Manuel Sotelo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.1078333	-110.5191667	Rancho Grande	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
25.1151112	-111.8262719	Benito Juárez	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.7051667	-109.2586667	Huebampo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.9558333	-109.2855	Batayaqui	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.8416667	-109.54	La Esquina Valdez (Puente Valdez)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.505	-112.8238333	San Antonio	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.3	-109.9741667	Abelino del Cid	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.9175	-109.5695	El Mezquite	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4876667	-109.6735	San Nicolas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
16.093611	-97.079167	San Gabriel Mixtepec	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.2505	-109.7383333	El Sifon	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
21.9138747	-105.5711875	San Andrés de las Haciendas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.0221538	-105.4994747	Cinco de Julio	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.4245	-109.0675	Emiliano Zapata	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.27	-110.8581667	Santa Elena 3	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.5231667	-109.0713333	Veintiuno de Marzo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.834	-109.217	La Palmita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.0235	-110.7065	El alamo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.3110344	-108.9435137	Revolucion Mexicana	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
21.2459809	-87.9108451	Dzonot Tigre	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6028333	-111.5025	El Porvenir 2	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.222	-109.2426667	Barrio Corral	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.6878333	-111.4415	El Molino	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.3313835	-97.7552795	Colonia Loma Bonita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.8820465	-99.4292441	La Lagunita	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.4171667	-108.972	Los Mimbres	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.7881667	-111.6028333	Basano (Santa Lourdes)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.8425	-110.837	Casas Verdes	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4421667	-110.7075	El Carrizal	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.276206	-99.8420129	Ojo de Agua	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
31.4753333	-111.5518333	Las Dos Parcelas (Los Diablos)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.8810743	-96.9658013	San Román	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
20.3775	-99.191111	Santa Ana Batha	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.409167	-99.240833	Quechultenango	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.592	-110.9166667	Noria de Landavazos	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.7018333	-112.0878333	Familia Gutierrez (La Pastoria)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0898333	-109.625	El Alto (Bachoco)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.7043333	-109.52	La Laguna	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8045	-108.7076667	La Pitahaya	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.8081667	-110.9503333	Campo Pedernal	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.1533333	-109.407	Los Sauces	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.9751667	-109.4336667	Bachoco	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.3761667	-112.1921667	Santa Rosa	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
21.6784858	-105.3279662	Guadalupe Victoria	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.6193333	-112.3586667	Pozo Coyote	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
20.4407341	-102.8042189	Otatlán	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.9416667	-111.5415	Rancho el Cobrito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.4238333	-108.8068333	Las Mestenas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.2233333	-110.8598333	El Alamito	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.0233333	-111.0536667	La Milpita	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.039	-111.7373333	Las Delicias	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.5753333	-110.056	Los Braceros	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.3568333	-108.9246667	Casa del Gnero Amavizca	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.5555	-108.8373333	Hierba el Manzo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.4186667	-108.9085	Las Delicias	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.3166667	-111.043	La Bandera Uno	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
29.1711667	-110.8928333	Ernesto Aros	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
20.896667	-98.581944	Calnali	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.821769	-102.2273215	San José de Gracia	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.3336667	-111.3218333	Las Conchas (La Empacadora)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
15.0649891	-92.1428217	Santa Maria la Vega	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.9465177	-100.3906796	Mesa de los Espinos (Mesa de las Escobas)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
22.0463609	-105.3093395	Colonia 18 de marzo	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
26.8098333	-109.4383333	Campo Epifanio Zazueta	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.8597881	-102.5483929	Aquiles Serdán	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.2365	-109.1861667	Mesa de la Vibora	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.3003333	-110.8703333	El Otate	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.5226666	-110.1191666	San Jose Bacum	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.9391667	-111.3408333	Alova (El Perico Dos)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.7098333	-108.9251667	Yerba Buena	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.451389	-97.821944	Lázaro Cárdenas	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
28.4021667	-111.3851667	El Pedernal Tres	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
31.6241667	-112.4078333	Colonia Division del Norte	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.0186667	-109.3883333	La Campana	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
30.9508333	-111.9066667	Campo Palo Fierral (Charolais)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
29.8426667	-109.6381667	Valle Escondido	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
18.122778	-95.821944	Las Sabanetas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8408333	-111.3216667	La Chinena	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
27.9351667	-109.388	La Noria	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
17.359167	-98.238056	San Martín Peras	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
19.885278	-98.9575	El Carmen	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.9888333	-109.6205	Las Tres Puertas	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
25.9597529	-105.3781144	Puerto Pinto	Potentially sparsely mapped place	./unmapped_yellow.png	24,24	-12,-12
27.5178333	-110.0353333	Ruben Perez	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.3715	-109.8185	La Verde (Trancas)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.8843333	-111.659	Navolato	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
28.1619223	-110.6894922	Edmundo Sanchez (El Chorizo)	Potentially unmapped place	./unmapped_red.png	24,24	-12,-12
